person_id,session,delta_power_mean,theta_power_mean,alpha_power_mean,beta_power_mean,gamma_power_mean,frontal_asymmetry_index,signal_entropy,pupil_dilation_avg,heart_rate_variability
P009,Session_1,4.038552564869984,1.2943761440247872,4.17124906245778,2.978858167741127,4.211064346663171,0.5054332791152825,0.655234226538168,5.7489139489458045,60.3305278371609
P009,Session_2,0.9023495104051678,1.4921879408157892,1.509982573264973,0.8914404196013457,2.0651414355598687,-0.6827897894138526,0.9830675602246811,4.751542889203254,30.98347665835206
P009,Session_3,2.379113491032178,1.3389721796491454,1.5071792667018038,2.338039458818144,3.551072686515786,0.7617415183978569,0.6686321743150015,2.2713482364206876,30.88494206115989
P009,Session_4,4.456032384029741,4.00813013105039,2.916384903020361,2.177098326555413,3.04579383798106,0.743687055490464,0.3338232229577438,3.203854267787265,42.94440876598165
P009,Session_5,4.7512941003113465,2.0755636662502854,3.168229706787664,1.668892026921468,1.701627215762396,-0.9415054339308817,0.6706051327896503,4.832688354581126,49.54572761618663
P009,Session_6,2.6033068006244138,0.7602920445352837,3.1103879352701505,3.755390511598632,4.453834938598211,0.6516335011295253,0.58598684174427,2.269402405875087,60.816296712311726
P009,Session_7,3.2603512514481845,4.860961835633651,0.9116907682898969,2.7314408078544687,4.088417097231177,-0.7422602650531096,0.8018608556360293,4.328681840705093,57.331815064260205
P009,Session_8,1.2516527574143386,4.477036482335416,4.448573881836712,0.8647079715844157,3.4630332559629147,-0.3297622914817162,0.19628257494426257,3.383532227811827,47.83610825506993
P009,Session_9,4.960258817616395,4.674885274378458,1.6952001916491772,1.490824408774151,4.327617780924088,0.48701651258321554,0.7849251122518253,4.483662071069908,40.945066651266636
P009,Session_10,1.5425226562254952,4.977085201908959,1.0828171457726188,3.574664436468182,4.402823904319111,-0.6784802079033836,0.5871399208084993,2.1829681352500514,69.88498000630844
P009,Session_11,4.742292983608065,1.2825286214876928,4.499366359410398,0.8425888677063509,3.6876333952176568,0.6359340482381244,0.9666928034730952,5.486147224609505,47.04725208943892
P009,Session_12,3.423409920465658,2.2830890850619645,4.80043174203389,4.3304311132194595,4.266559977636524,0.6642683559154838,0.4076849494348175,5.893955876709588,48.05548097318702
P009,Session_13,3.234815576954866,3.912073140668411,4.379574277694528,2.7281593715628842,3.6386215775117763,0.014935467521672408,0.6693597038205533,5.875511421142766,36.544952847666764
P009,Session_14,2.807098299574289,3.632092781242065,4.142822336261951,2.662639597969916,3.560633472921352,-0.9872282565663328,0.9388252949590158,4.998607326971699,61.79238194999718
P009,Session_15,1.538014152729914,1.1925315785293478,3.4485889128755978,3.165835030967829,3.2837512019683293,-0.42592373365017444,0.19225875519161134,2.520344960522528,57.74728903125955
